name	id	level	prev	n	estimate	lower	upper	se	p.value	q.value	subspecies	species	genus	family	order	class	phylum	superkingdom
Eubacteriales sp.	HG3A.0476	order	0.180987406664438	8973	0.00384808134183971	-0.036307028466202	0.0440031911498814	0.0204848769672281	0.850998650344622	0.951144324850267	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0550	class	0.111668338348378	8973	0.00381936782650286	-0.0362532560014567	0.0438919916544624	0.0204427919521498	0.851796639975196	0.951500467276738	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0186	order	0.386158475426279	8973	-0.00381370939660882	-0.0439901686805162	0.0363627498872986	0.0204957660369764	0.852391752976703	0.951629712968929	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0604	order	0.0864816672238939	8973	0.00376774001729232	-0.0363983998613432	0.0439338798959279	0.0204905036997838	0.85411386550536	0.951631204679328	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1858	order	0.00278613618633679	8973	-0.00372924319079182	-0.0436345392313319	0.0361760528497483	0.0203571982074167	0.854653182669603	0.951631204679328	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Amedibacillus dolichus	HG3A.0798	species	0.0933912849660091	8973	0.00372370087006205	-0.0363093992848724	0.0437568010249965	0.0204226343176934	0.855326318702215	0.951631204679328	unclassified	Amedibacillus dolichus	Amedibacillus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Ruminococcus sp. AF41-9	HG3A.0203	species	0.463278725064081	8973	-0.00373705994067725	-0.0439187687930152	0.0364446489116607	0.0204984405402611	0.855344044926581	0.951631204679328	unclassified	Ruminococcus sp. AF41-9	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0779	order	0.0680931683940711	8973	0.00370201150183226	-0.03632508236327	0.0437291053669345	0.0204195688489863	0.856138423025399	0.951631204679328	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnoclostridium sp.	HG3A.1343	genus	0.112225565585646	8973	-0.00368841982623852	-0.0436980132638801	0.0363211736114031	0.0204106406757681	0.85659884972603	0.951631204679328	unclassified	unclassified	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0661	class	0.06452691407556	8973	0.00367972514585139	-0.0363266865852949	0.0436861368769977	0.0204090185379779	0.856921986862947	0.951631204679328	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0490	order	0.0987406664437758	8973	0.00368465802346832	-0.036398841196763	0.0437681572436996	0.0204483395800158	0.857004787376523	0.951631204679328	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Prevotella disiens	HG3A.1389	species	0.093837066755823	8973	-0.00366858841042141	-0.0435887243937585	0.0362515475729156	0.0203647228099788	0.857043839956701	0.951631204679328	unclassified	Prevotella disiens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Oscillospiraceae sp.	HG3A.0966	family	0.0696534046584197	8973	-0.00367047163382437	-0.0437029795628523	0.0363620362952036	0.0204223304976633	0.857369955963156	0.951631204679328	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Marvinbryantia formatexigens	HG3A.1769	species	0.00735539953192912	8973	0.00364447420630931	-0.0363908208130895	0.0436797692257081	0.0204237526886284	0.858379223868458	0.951631204679328	unclassified	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eggerthellales sp.	HG3A.1766	order	0.00501504513540622	8973	-0.00363010719098974	-0.0436395348217853	0.0363793204398059	0.0204105579040169	0.85884140493535	0.951631204679328	unclassified	unclassified	unclassified	unclassified	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Bacteroidales sp.	HG3A.1319	order	0.0098071993759055	8973	-0.0036216131920847	-0.0436104785612635	0.0363672521770941	0.0204000683158238	0.859096584677055	0.951631204679328	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Intestinibacter bartlettii	HG3A.0115	species	0.78234704112337	8973	-0.00363344427793917	-0.0438267122616802	0.0365598237058018	0.0205043400557527	0.85935247160267	0.951631204679328	unclassified	Intestinibacter bartlettii	Intestinibacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0845	class	0.0674244957093503	8973	-0.00362063803843305	-0.0437390500207581	0.036497773943892	0.020466154269196	0.859584256921932	0.951631204679328	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Bacteria sp.	HG3A.1977	superkingdom	0.00256324529142985	8973	0.00358779618185116	-0.0365731802697496	0.043748772633452	0.0204878678676438	0.86099085488114	0.952657105317204	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria
Bacteroides stercoris	HG3A.0167	species	0.560236264348601	8973	-0.00356972680746258	-0.043789903375674	0.0366504497607488	0.0205180695075229	0.861885423773023	0.952813998700015	unclassified	Bacteroides stercoris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1242	order	0.0121475537724284	8973	0.00353406852019414	-0.0365258800653412	0.0435940171057295	0.0204363310748044	0.862709872418787	0.952813998700015	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1335	family	0.0224005349381478	8973	0.00352053469558099	-0.0364663832026513	0.0435074525938132	0.0203990737552045	0.862983109314549	0.952813998700015	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1446	order	0.0102529811657194	8973	-0.00351772065596492	-0.0434931767880052	0.0364577354760753	0.0203932263300317	0.863052679930794	0.952813998700015	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Clostridium sp.	HG3A.0444	genus	0.192243396857238	8973	-0.00347166958278655	-0.0435534511371541	0.036610111971581	0.0204474689211209	0.865183253693722	0.954635218778231	unclassified	unclassified	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Faecalicoccus pleomorphus	HG3A.0875	species	0.052936587540399	8973	0.00344136024513528	-0.0365889278525219	0.0434716483427925	0.0204211980241655	0.866178834651489	0.955202770435114	unclassified	Faecalicoccus pleomorphus	Faecalicoccus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0540	order	0.158029644489023	8973	0.00340708956722698	-0.0366940386974651	0.043508217831919	0.0204573385835546	0.867731024842655	0.956237280249213	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnoclostridium sp. An14	HG3A.1235	species	0.0377800066867269	8973	0.00338402841655449	-0.0366258572035736	0.0433939140366826	0.0204107905340322	0.868321242664701	0.956237280249213	unclassified	Lachnoclostridium sp. An14	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1822	order	0.0124818901147888	8973	-0.00338096567589719	-0.0434285733808898	0.0366666420290954	0.0204300338039569	0.868562124075229	0.956237280249213	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1544	order	0.0103644266131729	8973	0.00334075252717722	-0.0365894054098282	0.0432709104641826	0.0203700988854773	0.869732737988601	0.956995279882136	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1833	order	0.00289758163379026	8973	-0.00323735482719593	-0.0431320631576944	0.0366573535033025	0.0203518003731167	0.873617891665733	0.960412030350259	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1844	order	0.00256324529142985	8973	-0.00324624073687294	-0.0433101019772208	0.036817620503475	0.0204383250272943	0.873805605447138	0.960412030350259	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Oscillospiraceae sp.	HG3A.0770	family	0.0987406664437758	8973	0.00318538431003989	-0.0368845179998422	0.043255286619922	0.0204414086456857	0.876170590732601	0.961345544804522	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Rikenellaceae sp.	HG3A.1693	family	0.00367769976596456	8973	0.00317487731938268	-0.0368501093118392	0.0431998639506046	0.0204184938285809	0.87643836255692	0.961345544804522	unclassified	unclassified	unclassified	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1233	order	0.0747798952412794	8973	0.00316907076163824	-0.0368125467747734	0.0431506882980498	0.0203963576524168	0.876529764697561	0.961345544804522	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroides sp. An269	HG3A.1694	species	0.00601805416248746	8973	0.00316433086247511	-0.0367778778610314	0.0431065395859816	0.0203762255750681	0.87659215924241	0.961345544804522	unclassified	Bacteroides sp. An269	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Clostridium sp. Marseille-P2538	HG3A.1911	species	0.0237378803075894	8973	-0.00315730612326809	-0.0431859759107613	0.0368713636642251	0.0204203724231674	0.87712797480087	0.961402004406254	unclassified	Clostridium sp. Marseille-P2538	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0698	order	0.0615178869943163	8973	0.0031270082040091	-0.0369944421658663	0.0432484585738845	0.0204677054162763	0.878577094602671	0.961620378387987	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1642	order	0.00423492700323192	8973	0.0031115227575612	-0.036853201801789	0.0430762473169114	0.020387752663912	0.878703598176323	0.961620378387987	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Clostridia sp.	HG3A.0752	class	0.0846985400646384	8973	-0.00310756645718035	-0.0431191250978832	0.0369039921835225	0.0204116451491635	0.878997343700577	0.961620378387987	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1601	phylum	0.00624094505739441	8973	0.00309611012564954	-0.0368891275807823	0.0430813478320813	0.0203982178059071	0.879361261206016	0.961620378387987	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0730	order	0.074445558898919	8973	0.00308964338822465	-0.0369418716180303	0.0431211583944796	0.0204218258334214	0.879749424258229	0.961620378387987	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0643	order	0.116237601693971	8973	-0.00306565963545452	-0.0433417032183335	0.0372103839474244	0.0205465705956212	0.881394943429153	0.962888807213467	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Alistipes senegalensis	HG3A.0141	species	0.639362532040566	8973	0.00303857126947281	-0.0372299102187297	0.0433070527576753	0.020542710000774	0.882413362727849	0.963072104877354	unclassified	Alistipes senegalensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1153	order	0.0161595898807534	8973	0.00301858032202043	-0.0370260386924593	0.0430631993365002	0.0204285087677177	0.882533077466956	0.963072104877354	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1530	class	0.0098071993759055	8973	0.00297767376899436	-0.037005123539113	0.0429604710771017	0.0203969716332315	0.883935708009386	0.963528134366657	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1200	class	0.0153794717485791	8973	-0.00296618573286424	-0.0429891125512935	0.037056741085565	0.0204174427749615	0.884495447401197	0.963528134366657	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0554	order	0.169397080129277	8973	0.00296544929089312	-0.0371159691247246	0.0430468677065109	0.0204472832982285	0.884691267168352	0.963528134366657	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Duncaniella sp. B8	HG3A.1953	species	0.00178312715925554	8973	-0.00295257252281858	-0.0429302378076176	0.0370250927619804	0.0203943527524956	0.884892588891898	0.963528134366657	unclassified	Duncaniella sp. B8	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Bacteroides finegoldii	HG3A.0224	species	0.361417586091608	8973	0.00294099086167312	-0.0371819786827144	0.0430639604060606	0.0204684806986994	0.885753365398618	0.963936639427773	unclassified	Bacteroides finegoldii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0694	order	0.0728853226345704	8973	0.00291719312340893	-0.0370682215205461	0.042902607767364	0.0203982900829926	0.886284255264974	0.963985888603274	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1020	class	0.0624094505739441	8973	0.00287750503145938	-0.037108163200561	0.0428631732634798	0.0203984172911259	0.887821736107329	0.965129324300684	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Veillonellales sp.	HG3A.1426	order	0.00713250863702218	8973	-0.00285839662648189	-0.0428451245506811	0.0371283312977173	0.0203989622453466	0.888564741583455	0.965408326241465	unclassified	unclassified	unclassified	unclassified	Veillonellales	Negativicutes	Firmicutes	Bacteria
Clostridia sp.	HG3A.0724	class	0.255990192800624	8973	0.00283554740974494	-0.0371835019995316	0.0428545968190215	0.0204154628088123	0.889538541376424	0.965937639295515	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1144	order	0.0209517441212526	8973	-0.00280522608399007	-0.0428029253583169	0.0371924731903367	0.0204045711129815	0.890654311661686	0.966620453060933	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella sp.	HG3A.1890	genus	0.00211746350161596	8973	-0.00277251282712192	-0.0427604843679961	0.0372154587137522	0.0203996109917289	0.891895455229965	0.967174927091585	unclassified	unclassified	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0653	order	0.348044132397192	8973	-0.00277640562503499	-0.0429117598653422	0.0373589486152722	0.020474796442493	0.892139693453246	0.967174927091585	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1776	class	0.00668672684720829	8973	-0.00273478186472415	-0.0427398679222372	0.0372703041927889	0.0204083424098038	0.893403141654153	0.968015958615444	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Desulfovibrionales sp.	HG3A.0462	order	0.14766521787585	8973	-0.00271093608794277	-0.0427003280548749	0.0372784558789893	0.0204003330215374	0.894285887100429	0.968384715818268	unclassified	unclassified	unclassified	unclassified	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Eubacteriales sp.	HG3A.0093	order	0.767079014822245	8973	-0.00268635657939598	-0.042897149085755	0.037524435926963	0.0205132800020659	0.895812341400197	0.968384715818268	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Faecalibacterium prausnitzii	HG3A.0025	species	0.966120583974145	8973	0.00268560333069524	-0.0376097064883427	0.0429809131497331	0.0205563932367354	0.896058603655625	0.968384715818268	unclassified	Faecalibacterium prausnitzii	Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0910	order	0.06452691407556	8973	0.00265252126489737	-0.0373046040217995	0.0426096465515943	0.0203838626091207	0.896467740324567	0.968384715818268	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1932	family	0.00267469073888332	8973	-0.00265660842966109	-0.0426968112325206	0.0373835943731984	0.020426255973405	0.896523091178165	0.968384715818268	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0760	order	0.0711021954753148	8973	-0.00265256703790933	-0.0426892449494399	0.0373841108736212	0.0204244592513213	0.896670583211072	0.968384715818268	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1587	order	0.00579516326758052	8973	0.00262062738686405	-0.037321078040656	0.0425623328143841	0.0203760091114672	0.897666500995225	0.968933118257489	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Holdemanella sp.	HG3A.0822	genus	0.0897135852000446	8973	0.00259602520823516	-0.0373816270348097	0.04257367745128	0.0203943471211124	0.89871264992218	0.969007053148637	unclassified	unclassified	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Lachnoclostridium edouardi	HG3A.0766	species	0.147442326980943	8973	0.00259061340167647	-0.0374221687902851	0.042603395593638	0.0204122693594185	0.899010934694613	0.969007053148637	unclassified	Lachnoclostridium edouardi	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0348	order	0.173966343474869	8973	0.00259015472252654	-0.0374907872542427	0.0426710966992957	0.0204470362567726	0.899199492140952	0.969007053148637	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1311	phylum	0.0131505627995096	8973	0.00255517536329992	-0.0374395457269583	0.0425498964535581	0.0204030556771167	0.900340403294214	0.969710092533377	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1352	order	0.0140421263791374	8973	0.00248107542462176	-0.0375287708846383	0.0424909217338818	0.020410769684804	0.903252494546881	0.972318981385878	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1613	order	0.00813551766410342	8973	-0.00243519340627238	-0.0422201143753453	0.0373497275628005	0.0202948990323447	0.904494568180835	0.973128302351738	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1077	order	0.0206174077788922	8973	0.0024302190446039	-0.0376517065033902	0.042512144592598	0.0204474991074458	0.905395624238014	0.973230991421688	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Barnesiella sp. WM24	HG3A.1513	species	0.00869274490137078	8973	-0.00242270621512834	-0.0424550479660153	0.0376096355357586	0.0204222458915909	0.905570600078518	0.973230991421688	unclassified	Barnesiella sp. WM24	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Clostridiaceae sp.	HG3A.1524	family	0.00735539953192912	8973	-0.00240565257232769	-0.0424348914323375	0.0376235862876822	0.0204206630443161	0.906224982363422	0.973407245666338	unclassified	unclassified	unclassified	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Hungatella hathewayi	HG3A.0287	species	0.756268806419258	8973	0.00237050172319333	-0.037812971175665	0.0425539746220517	0.0204993460115509	0.907942131427276	0.974724246015761	unclassified	Hungatella hathewayi	Hungatella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacterium sp.	HG3A.1582	genus	0.00590660871503399	8973	-0.00232943146899914	-0.0423317069695453	0.037672844031547	0.0204069092200395	0.909122144011774	0.975145902191541	unclassified	unclassified	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0756	class	0.102641257104647	8973	0.0023097542419385	-0.0377273501558173	0.0423468586396943	0.0204246771731897	0.909964580717294	0.975145902191541	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1876	order	0.00289758163379026	8973	-0.00228505879605272	-0.0422645813970433	0.0376944638049379	0.0203953003188403	0.910795423694346	0.975145902191541	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0896	class	0.0364426613172852	8973	-0.00228391248178486	-0.0422494869795697	0.0376816620159999	0.0203881866287329	0.910809006115458	0.975145902191541	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1362	class	0.0182770533823693	8973	0.00227511093725398	-0.0377246056553637	0.0422748275298716	0.0204056023110404	0.91122681329258	0.975145902191541	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Prevotellaceae sp.	HG3A.1842	family	0.00278613618633679	8973	0.00227286901840613	-0.0377125918136657	0.042258329850478	0.0203983300266668	0.911282442602171	0.975145902191541	unclassified	unclassified	unclassified	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Bacteroidales sp.	HG3A.1753	order	0.00501504513540622	8973	0.00216899837847875	-0.0378170102164318	0.0421550069733893	0.0203986094924655	0.915322386442142	0.978941237654985	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Citrobacter farmeri	HG3A.1832	species	0.00869274490137078	8973	-0.00212533978606309	-0.0421343902631812	0.037883710691055	0.0204103637140485	0.917068208822579	0.98028023398644	unclassified	Citrobacter farmeri	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Phocaeicola plebeius	HG3A.0423	species	0.228463167279617	8973	-0.00212498024055871	-0.0426289280878503	0.0383789676067329	0.020662825217609	0.918091707066865	0.980406818432692	unclassified	Phocaeicola plebeius	Phocaeicola	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1825	order	0.00568371782012705	8973	0.00209546918734826	-0.0378864909590254	0.042077429333722	0.0203965440977291	0.918174446078778	0.980406818432692	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1463	family	0.0131505627995096	8973	-0.00208916252082488	-0.0422118605021746	0.0380335354605248	0.0204683422983966	0.918705021047823	0.980445949881682	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
[Ruminococcus] torques	HG3A.0034	species	0.904045469742561	8973	0.00205654645807616	-0.0384109558088076	0.0425240487249599	0.0206442419487065	0.920649536467172	0.981993191771809	unclassified	[Ruminococcus] torques	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1887	class	0.00579516326758052	8973	0.0019564934026325	-0.0381021121844407	0.0420150989897057	0.0204356457896324	0.923729833598911	0.983635813640449	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1614	order	0.0117017719826145	8973	-0.00194493130330781	-0.0419264469603182	0.0380365843537026	0.0203963154831575	0.924033435801747	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0967	order	0.025298116571938	8973	-0.00193921474739714	-0.0419862727055154	0.0381078432107211	0.0204297542514499	0.924379645126714	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1936	order	0.00445781789813886	8973	0.00193988703806959	-0.0381232766409488	0.0420030507170879	0.0204379705616208	0.924383827106582	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Clostridia sp.	HG3A.1708	class	0.00490359968795275	8973	0.0019270842570048	-0.0380744676438597	0.0419286361578693	0.0204065398174045	0.924766036496678	0.983635813640449	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1942	order	0.00144879081689513	8973	-0.00189494140242837	-0.0419438918577821	0.0381540090529253	0.0204307184386321	0.926104574348312	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1109	order	0.0499275604591553	8973	-0.00188699328997194	-0.0419801723482332	0.0382061857682893	0.0204532823767362	0.926494586951047	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1872	order	0.00245179984397637	8973	-0.00186514742906652	-0.0418182453517163	0.0380879504935832	0.0203818208060382	0.927089158322592	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0512	class	0.153906162933244	8973	-0.00186198785465655	-0.0417995143182764	0.0380755386089633	0.020373835004508	0.927183906792894	0.983635813640449	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1595	order	0.00601805416248746	8973	-0.00186302190474664	-0.0418418886292052	0.0381158448197119	0.020394966424634	0.927218827384955	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0573	order	0.155466399197593	8973	0.00182146823342372	-0.0381882504883426	0.04183118695519	0.0204107063132017	0.928892541005211	0.983635813640449	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0435	class	0.456369107321966	8973	0.00182536397878426	-0.0383107274482204	0.0419614554057889	0.0204751748748117	0.928964634429395	0.983635813640449	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.0769	phylum	0.0458040789033768	8973	0.00181914192845771	-0.0382361676482465	0.0418744515051619	0.0204339633371773	0.929063731570409	0.983635813640449	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacterium ramulus	HG3A.0387	species	0.324306252089602	8973	0.00182356344586804	-0.0384934843896924	0.0421406112814285	0.0205674885816156	0.929352199228593	0.983635813640449	unclassified	Eubacterium ramulus	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Prevotella timonensis	HG3A.1043	species	0.136966454920317	8973	-0.00177349975233604	-0.0417984868741464	0.0382514873694743	0.020418487449721	0.930786713499533	0.983635813640449	unclassified	Prevotella timonensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
